age,income,loan_amount,interest_rate,term_months,dti,delinquencies,credit_history_years,home_ownership,purpose,employment_length,default
27,45284.96,12658.63,9.62,36,20.0,0,6.5,MORTGAGE,other,1-3,0
37,74027.02,13970.45,11.05,36,22.7,3,12.6,OWN,home_improvement,3-5,0
28,116905.89,7379.91,9.63,36,18.64,0,8.0,MORTGAGE,credit_card,3-5,0
36,52504.1,7241.06,11.67,36,6.34,1,10.4,MORTGAGE,home_improvement,3-5,0
54,61419.89,27054.15,17.23,60,9.65,1,4.4,RENT,home_improvement,5-10,0
23,51075.89,7181.12,21.89,60,24.3,0,9.4,OWN,major_purchase,1-3,0
37,50239.6,23627.49,14.98,60,31.06,0,8.0,MORTGAGE,credit_card,10+,0
22,90888.99,11508.12,16.35,60,22.09,0,9.0,RENT,small_business,5-10,0
67,46540.58,14794.89,18.87,36,49.65,0,16.2,RENT,debt_consolidation,5-10,1
56,50518.39,19494.76,13.0,36,12.8,0,13.2,MORTGAGE,other,5-10,0
32,28250.14,10211.53,18.28,36,26.45,0,11.2,RENT,debt_consolidation,3-5,0
30,44847.77,19543.23,15.17,60,34.91,1,11.2,MORTGAGE,debt_consolidation,10+,0
25,25832.0,1000.0,12.58,36,32.66,0,4.4,RENT,debt_consolidation,1-3,0
44,72636.09,18517.66,13.4,36,28.55,0,6.1,MORTGAGE,other,3-5,0
57,115993.94,1000.0,5.0,60,32.7,0,1.9,MORTGAGE,major_purchase,5-10,1
49,52666.42,13185.23,13.17,36,22.55,0,2.9,RENT,credit_card,10+,0
64,26664.84,21833.94,5.83,36,38.63,1,4.5,RENT,other,3-5,0
37,77999.99,19978.36,5.5,60,34.83,0,7.9,RENT,debt_consolidation,10+,0
34,45461.5,4612.72,12.77,36,13.48,1,3.1,MORTGAGE,debt_consolidation,5-10,0
44,85986.94,5642.68,7.54,36,25.22,0,7.8,RENT,debt_consolidation,3-5,0
30,54359.42,9490.62,11.97,36,6.53,0,7.4,RENT,credit_card,10+,0
68,47363.69,16489.73,12.55,36,37.22,0,3.5,MORTGAGE,credit_card,3-5,0
30,56440.85,1000.0,12.73,60,24.24,0,14.1,MORTGAGE,debt_consolidation,10+,0
44,75155.54,14894.21,8.38,60,35.49,1,2.7,RENT,debt_consolidation,5-10,0
46,55451.59,17491.43,15.59,36,20.91,1,12.5,MORTGAGE,credit_card,0-1,0
23,50065.51,12735.7,11.64,36,3.44,0,0.5,MORTGAGE,debt_consolidation,10+,0
43,56023.37,19202.57,13.76,36,48.37,0,7.4,OWN,credit_card,1-3,0
43,34562.9,16789.79,7.21,60,23.31,0,3.2,MORTGAGE,credit_card,5-10,1
33,67940.63,10666.77,11.29,36,12.0,1,5.4,MORTGAGE,debt_consolidation,5-10,0
27,24265.47,1000.0,16.39,36,33.46,1,15.2,MORTGAGE,debt_consolidation,5-10,0
23,51117.57,16067.3,15.88,60,42.36,1,6.6,MORTGAGE,home_improvement,10+,0
21,75187.7,7375.4,8.81,60,19.98,0,3.6,RENT,major_purchase,3-5,1
44,66060.97,10373.26,9.82,60,21.01,0,10.0,MORTGAGE,credit_card,1-3,0
25,71806.41,18832.99,8.05,60,24.38,0,6.6,MORTGAGE,credit_card,3-5,0
68,58699.09,26338.67,9.37,36,10.89,0,8.6,RENT,other,5-10,1
32,83394.92,14695.52,6.4,60,15.09,2,4.3,OWN,major_purchase,1-3,0
52,78493.98,19432.52,11.45,60,39.82,0,4.5,MORTGAGE,debt_consolidation,1-3,0
54,68922.82,3444.17,14.53,36,20.68,0,4.8,RENT,small_business,3-5,0
45,78550.92,16964.19,8.86,36,13.62,0,11.2,OWN,credit_card,10+,0
64,75008.47,14520.75,11.64,36,17.48,0,7.1,RENT,credit_card,5-10,0
26,51210.73,24833.82,11.12,60,32.73,2,3.8,RENT,home_improvement,10+,0
32,33122.02,10676.33,16.22,60,2.24,0,8.6,OWN,credit_card,3-5,0
33,68407.24,13066.9,9.55,60,24.55,0,8.3,RENT,small_business,10+,0
27,70921.78,23470.52,9.7,36,46.62,0,10.3,OWN,debt_consolidation,5-10,0
35,81809.44,14263.73,8.62,60,42.31,0,6.1,RENT,credit_card,1-3,0
36,41273.57,6129.27,7.45,36,27.73,2,7.7,MORTGAGE,debt_consolidation,3-5,0
58,41871.38,35413.07,14.12,36,35.16,1,9.7,MORTGAGE,home_improvement,10+,0
35,69198.01,6371.26,11.46,60,35.07,0,4.0,RENT,debt_consolidation,10+,0
63,58576.66,14482.4,12.22,60,20.74,1,11.5,RENT,credit_card,3-5,0
58,22284.77,17773.51,17.1,60,31.25,0,8.1,RENT,small_business,5-10,0
65,67502.16,17140.94,17.33,36,39.89,0,3.6,RENT,debt_consolidation,10+,1
26,22951.54,13482.05,5.42,36,9.36,0,3.6,MORTGAGE,debt_consolidation,1-3,0
69,41094.87,13521.92,14.59,36,27.77,0,7.6,MORTGAGE,credit_card,3-5,0
51,87033.63,13120.55,12.9,36,25.61,0,5.8,OWN,credit_card,5-10,0
69,96497.58,6072.53,10.15,60,23.03,0,11.0,MORTGAGE,debt_consolidation,0-1,0
38,35686.87,32201.75,13.31,36,22.15,0,6.9,MORTGAGE,debt_consolidation,5-10,0
67,53412.17,13240.07,5.09,36,24.32,0,9.2,OWN,debt_consolidation,1-3,0
49,60852.45,19775.45,17.85,36,25.16,0,4.6,MORTGAGE,debt_consolidation,3-5,0
24,95624.54,12322.78,14.06,60,33.19,1,7.9,OWN,major_purchase,1-3,0
41,50142.62,12161.89,8.54,60,26.77,0,13.3,MORTGAGE,debt_consolidation,5-10,0
27,50462.32,11356.45,9.66,36,20.22,1,7.4,RENT,credit_card,1-3,1
67,90974.51,2601.23,5.19,36,13.6,0,5.8,RENT,debt_consolidation,3-5,1
35,52504.22,13715.03,10.74,60,17.28,0,4.5,RENT,other,1-3,0
31,74444.03,11743.94,10.07,36,24.61,0,7.9,RENT,major_purchase,0-1,0
48,30457.14,24372.2,6.7,36,14.94,0,13.6,OWN,credit_card,10+,0
41,56575.35,5426.4,15.11,36,31.46,0,2.5,MORTGAGE,major_purchase,1-3,1
25,26808.06,10382.82,17.11,60,26.3,0,7.8,RENT,debt_consolidation,1-3,0
61,38891.32,7812.48,11.89,60,33.44,0,1.1,OTHER,debt_consolidation,0-1,1
62,76784.03,26540.24,10.78,36,15.61,0,6.4,RENT,credit_card,3-5,0
57,59001.89,8044.73,13.74,36,13.69,0,9.1,MORTGAGE,credit_card,1-3,0
51,53617.89,19498.4,11.92,36,33.36,0,1.7,RENT,debt_consolidation,3-5,0
40,45025.01,22761.29,7.67,36,23.3,1,6.2,RENT,credit_card,5-10,0
47,55586.88,13831.02,9.39,36,19.97,0,9.2,RENT,home_improvement,0-1,0
46,66022.26,3985.51,10.81,36,28.99,1,8.5,RENT,small_business,1-3,0
29,79658.32,4086.77,12.99,36,28.61,0,9.4,RENT,small_business,3-5,0
25,15000.0,21878.11,12.04,36,9.44,0,4.1,MORTGAGE,credit_card,10+,0
33,43364.78,4915.25,12.84,36,35.85,0,9.2,RENT,home_improvement,0-1,0
43,63181.92,18136.21,5.9,36,17.9,0,5.6,RENT,credit_card,5-10,0
28,58022.74,15914.79,14.66,60,39.0,0,10.9,RENT,credit_card,10+,0
26,68067.52,18017.06,12.01,36,8.66,0,0.5,MORTGAGE,major_purchase,0-1,0
62,65350.81,18772.68,22.21,60,25.17,0,6.8,OWN,debt_consolidation,1-3,0
39,53902.64,7530.63,10.45,60,20.14,0,8.4,RENT,small_business,5-10,0
49,49462.94,7195.77,13.29,60,2.25,0,13.4,RENT,debt_consolidation,10+,0
46,55089.97,20719.42,23.32,36,28.58,1,8.3,MORTGAGE,debt_consolidation,1-3,0
57,82974.85,9965.24,12.78,36,2.76,0,8.8,MORTGAGE,debt_consolidation,5-10,0
57,45359.84,1000.0,11.73,60,19.08,0,9.5,OWN,major_purchase,5-10,0
35,58743.87,20190.04,8.05,36,33.04,0,13.0,OWN,debt_consolidation,3-5,0
62,63666.84,6709.91,18.11,36,16.7,1,6.5,RENT,home_improvement,5-10,0
39,91207.02,18737.09,7.36,36,12.96,1,2.4,OWN,debt_consolidation,3-5,0
61,53993.83,26142.57,13.71,60,30.0,0,1.6,MORTGAGE,home_improvement,10+,0
40,79176.13,15134.1,10.11,60,19.5,0,10.7,MORTGAGE,credit_card,3-5,0
26,84639.59,22966.13,11.24,36,17.95,1,8.9,RENT,other,3-5,0
58,58724.91,16230.38,6.3,60,34.75,0,7.0,MORTGAGE,debt_consolidation,5-10,0
22,55785.62,27699.43,17.37,60,10.33,1,5.7,OWN,debt_consolidation,1-3,0
58,53418.93,6503.14,10.89,36,17.4,0,8.7,MORTGAGE,debt_consolidation,3-5,0
23,54883.54,14934.28,7.14,36,30.66,0,8.8,MORTGAGE,credit_card,0-1,0
31,77084.8,20385.29,17.01,36,9.68,1,9.9,MORTGAGE,small_business,5-10,0
50,64620.2,13476.71,9.98,60,39.75,0,3.6,RENT,debt_consolidation,3-5,0
67,64705.79,24217.75,13.34,60,19.83,1,0.9,RENT,other,5-10,0
41,37495.53,11543.68,15.37,60,30.75,0,4.3,RENT,debt_consolidation,5-10,0
26,40650.2,31554.97,13.9,60,30.72,0,2.6,OWN,major_purchase,3-5,0
32,102868.94,31977.58,5.0,36,20.48,0,2.4,OWN,home_improvement,5-10,0
64,56443.49,17256.58,14.78,60,17.21,0,14.3,MORTGAGE,other,1-3,0
56,44504.56,19420.81,11.6,60,21.57,0,0.5,MORTGAGE,credit_card,3-5,0
25,88621.98,24533.37,10.68,60,29.13,0,9.9,MORTGAGE,home_improvement,0-1,0
39,65636.17,5502.42,11.56,36,12.14,1,11.6,MORTGAGE,debt_consolidation,0-1,0
33,71563.1,4504.0,5.56,36,9.97,0,11.9,RENT,credit_card,5-10,0
29,57239.06,25051.35,12.77,36,36.84,0,9.1,RENT,major_purchase,10+,0
62,53626.54,17191.91,6.54,36,14.65,1,13.3,RENT,debt_consolidation,3-5,0
51,56608.27,13187.96,10.86,36,25.54,2,15.1,MORTGAGE,major_purchase,1-3,0
29,32345.24,15088.99,12.63,60,19.98,1,6.8,RENT,debt_consolidation,0-1,0
52,58241.45,1000.0,16.3,60,20.42,0,9.8,RENT,credit_card,0-1,1
41,65920.66,13475.5,8.72,36,36.3,0,13.1,RENT,home_improvement,10+,0
24,97009.26,8975.63,17.81,36,21.15,0,4.6,MORTGAGE,debt_consolidation,3-5,0
43,61719.98,22344.57,15.79,36,18.43,0,7.0,MORTGAGE,home_improvement,10+,0
30,15000.0,22960.25,10.28,60,19.3,0,5.5,MORTGAGE,other,1-3,0
33,58120.29,19613.44,7.57,60,16.97,0,9.8,RENT,debt_consolidation,3-5,0
64,114790.08,18163.67,6.22,36,15.3,0,0.5,OWN,debt_consolidation,5-10,0
55,77327.32,3021.23,13.09,36,17.01,0,13.7,RENT,debt_consolidation,0-1,1
27,43782.22,19725.14,9.05,36,38.63,0,10.1,MORTGAGE,credit_card,5-10,0
62,71822.13,20035.18,16.8,36,29.11,1,10.4,RENT,major_purchase,5-10,0
49,45159.73,24961.54,9.28,36,18.55,0,0.5,RENT,other,0-1,0
63,32923.85,31945.68,8.4,36,31.82,0,3.8,OWN,credit_card,0-1,0
57,53032.61,1459.51,12.93,36,6.13,0,14.0,OWN,debt_consolidation,3-5,1
37,61830.53,11892.19,9.26,36,35.76,1,7.3,MORTGAGE,debt_consolidation,10+,1
47,22556.89,9061.87,12.03,36,34.95,1,1.1,RENT,debt_consolidation,10+,0
47,37016.81,16380.06,15.94,60,44.36,1,8.9,MORTGAGE,credit_card,0-1,1
56,60206.71,15107.21,12.47,36,32.12,0,10.7,RENT,other,5-10,0
33,51836.54,13127.34,12.48,36,26.37,0,10.1,RENT,debt_consolidation,5-10,0
37,67896.23,23220.83,12.82,60,34.91,0,7.4,MORTGAGE,major_purchase,10+,0
32,35706.63,6188.69,5.23,36,15.74,1,12.5,OWN,credit_card,0-1,0
35,74282.27,6671.03,13.57,60,18.05,0,5.2,MORTGAGE,small_business,10+,0
28,36324.82,6806.2,12.64,36,21.36,1,10.2,OWN,small_business,5-10,1
22,92854.69,12117.38,15.57,60,35.69,1,8.5,OWN,small_business,3-5,0
67,25684.83,5171.28,14.42,36,13.44,0,7.5,RENT,credit_card,0-1,0
24,38148.91,14611.43,11.19,36,12.38,0,6.5,MORTGAGE,debt_consolidation,1-3,1
64,68347.42,13676.08,16.13,36,24.37,0,6.6,MORTGAGE,debt_consolidation,1-3,0
21,93284.67,8707.88,10.83,60,29.18,1,8.1,MORTGAGE,debt_consolidation,10+,0
59,66300.86,21990.13,12.99,60,14.97,0,6.8,MORTGAGE,home_improvement,5-10,0
37,71257.16,14524.0,10.76,60,28.7,1,10.9,RENT,other,10+,0
46,60350.74,23501.18,13.85,36,35.68,0,5.9,MORTGAGE,home_improvement,3-5,0
34,39472.03,13439.6,10.49,60,34.0,0,14.3,OWN,credit_card,10+,0
45,50197.23,14806.44,18.59,36,25.53,0,5.7,MORTGAGE,debt_consolidation,10+,0
43,35761.81,10497.74,20.07,36,21.09,1,11.7,MORTGAGE,home_improvement,0-1,0
46,34425.8,14943.63,15.5,36,39.36,0,11.9,OWN,debt_consolidation,1-3,0
40,68034.98,20697.85,18.17,36,22.15,0,8.7,MORTGAGE,debt_consolidation,5-10,0
47,37536.44,11709.33,5.84,60,31.4,0,8.3,MORTGAGE,debt_consolidation,5-10,0
61,66391.08,19147.3,6.31,36,41.58,0,5.1,RENT,small_business,1-3,0
42,33963.54,8498.02,10.71,36,30.35,0,5.9,MORTGAGE,credit_card,5-10,0
38,65927.66,21072.4,12.16,60,12.03,1,8.9,OWN,other,1-3,0
27,50226.35,10360.75,11.21,60,9.61,1,7.8,MORTGAGE,credit_card,3-5,1
38,88132.31,21813.44,5.43,36,19.02,1,12.7,MORTGAGE,home_improvement,10+,0
27,66474.38,15487.81,16.61,60,29.09,1,6.2,RENT,small_business,1-3,0
29,84715.66,27167.63,20.62,36,26.45,0,6.4,RENT,small_business,0-1,1
67,44887.07,5767.46,17.12,60,44.07,0,1.3,RENT,debt_consolidation,5-10,0
25,61122.87,3190.59,16.34,36,26.35,2,10.6,MORTGAGE,debt_consolidation,5-10,0
44,40378.26,10070.26,12.9,36,18.73,0,10.2,MORTGAGE,debt_consolidation,1-3,0
61,51727.9,3923.11,8.63,60,10.67,0,11.9,MORTGAGE,credit_card,3-5,0
67,54757.92,3938.12,12.29,36,33.8,0,12.1,MORTGAGE,debt_consolidation,3-5,0
28,45482.84,19972.41,20.42,60,21.94,0,11.2,MORTGAGE,home_improvement,5-10,0
29,35689.94,14966.57,10.59,36,6.94,0,11.3,OWN,credit_card,5-10,1
39,31729.65,11162.55,10.18,36,22.22,1,10.4,OTHER,other,1-3,0
48,15000.0,11904.3,16.43,60,12.04,0,11.1,RENT,major_purchase,1-3,0
68,38873.07,10222.1,16.69,36,17.74,0,0.6,OWN,major_purchase,1-3,0
31,72549.88,28202.95,8.61,60,22.06,0,3.6,RENT,home_improvement,1-3,1
29,28030.03,9115.95,10.95,60,12.95,0,2.9,RENT,debt_consolidation,1-3,0
33,32637.54,4422.93,9.99,36,17.12,0,13.1,MORTGAGE,debt_consolidation,5-10,0
63,95817.97,21368.4,12.28,36,14.56,0,4.9,RENT,credit_card,5-10,0
22,47270.08,13273.96,16.41,36,14.83,0,5.5,OWN,other,1-3,0
39,66420.92,31310.19,8.78,36,11.92,0,8.0,RENT,debt_consolidation,10+,0
26,72846.34,10790.35,16.36,36,17.17,0,3.0,RENT,credit_card,3-5,0
28,73250.52,21767.87,12.41,36,13.05,0,9.5,RENT,major_purchase,5-10,0
65,29553.72,23657.58,21.3,60,27.87,2,0.5,MORTGAGE,debt_consolidation,10+,0
21,55378.81,10829.31,13.28,36,24.01,0,3.3,OWN,other,1-3,1
36,27635.45,9056.63,11.61,60,33.95,1,8.8,MORTGAGE,other,5-10,0
65,108926.36,20930.93,14.3,36,40.87,0,3.0,OWN,debt_consolidation,1-3,0
50,28102.49,19599.14,10.65,36,28.77,1,13.2,RENT,home_improvement,10+,1
24,39043.2,3715.12,5.0,36,26.5,1,8.2,MORTGAGE,debt_consolidation,1-3,0
43,39187.98,5972.51,11.04,36,29.4,0,12.5,RENT,credit_card,5-10,0
68,30066.79,1000.0,10.97,60,26.67,0,9.4,RENT,small_business,1-3,0
40,87051.88,19763.09,5.63,36,22.5,1,8.0,OWN,debt_consolidation,1-3,0
46,108448.96,12905.38,11.71,60,21.71,0,4.0,MORTGAGE,other,1-3,0
47,50485.02,13702.8,5.0,60,11.78,0,11.7,MORTGAGE,other,5-10,1
53,33591.54,1468.45,10.61,36,30.39,1,9.8,RENT,home_improvement,1-3,0
30,15261.49,6215.18,12.97,60,21.69,1,16.3,MORTGAGE,credit_card,1-3,0
62,55117.83,11176.33,12.39,60,36.5,0,11.3,OWN,debt_consolidation,0-1,0
69,53672.69,9621.4,10.36,36,31.15,0,6.4,MORTGAGE,credit_card,1-3,0
27,46974.08,15942.69,11.66,60,15.74,1,9.2,MORTGAGE,debt_consolidation,1-3,0
61,64427.51,19667.75,8.86,36,34.47,1,9.7,OWN,debt_consolidation,3-5,1
61,67903.46,33156.9,12.04,60,0.0,0,12.7,RENT,debt_consolidation,3-5,0
57,66461.67,14839.86,12.23,36,41.3,0,13.3,MORTGAGE,home_improvement,10+,1
39,53677.5,23923.22,8.4,60,8.62,1,7.4,OWN,debt_consolidation,3-5,0
43,37967.56,8360.22,13.07,60,26.95,1,3.1,MORTGAGE,debt_consolidation,0-1,0
62,73316.66,1600.43,13.05,60,26.27,0,0.6,MORTGAGE,home_improvement,5-10,0
28,60250.28,12181.59,11.34,60,33.24,0,3.4,MORTGAGE,debt_consolidation,0-1,0
61,77767.15,2218.23,21.68,36,18.71,0,5.6,RENT,debt_consolidation,5-10,0
66,75801.51,15117.39,11.44,60,0.54,0,14.0,MORTGAGE,debt_consolidation,3-5,0
54,31564.76,8756.37,10.88,36,18.73,0,14.1,RENT,debt_consolidation,0-1,0
37,31315.56,1000.0,10.31,36,19.81,0,11.8,MORTGAGE,debt_consolidation,10+,0
48,44889.19,28888.2,8.12,36,1.51,0,12.9,MORTGAGE,debt_consolidation,3-5,0
23,38874.69,10699.51,14.74,60,22.45,0,5.2,MORTGAGE,credit_card,10+,0
66,75105.04,1899.05,9.26,60,11.24,0,1.9,MORTGAGE,debt_consolidation,3-5,0
37,67026.19,22185.37,9.73,36,28.49,0,4.0,RENT,debt_consolidation,3-5,0
23,81983.68,9171.09,9.85,60,19.54,0,0.5,RENT,major_purchase,1-3,0
59,67929.74,23721.33,8.06,60,41.61,0,3.5,MORTGAGE,home_improvement,1-3,0
53,64172.99,9132.85,5.0,36,19.44,0,6.0,OWN,credit_card,5-10,0
51,83994.6,10672.82,10.15,36,26.3,0,8.7,RENT,other,0-1,0
23,69394.55,17758.65,15.49,60,19.87,0,8.5,MORTGAGE,major_purchase,3-5,0
57,61362.02,19745.76,12.79,60,5.77,0,5.2,MORTGAGE,home_improvement,1-3,0
52,89609.06,21147.87,18.24,36,19.95,0,10.3,RENT,credit_card,3-5,0
59,62303.62,14282.07,15.0,36,29.53,1,5.3,RENT,debt_consolidation,1-3,0
61,53913.19,19228.93,14.1,36,28.02,0,8.0,RENT,credit_card,1-3,0
31,43243.53,20965.03,19.53,36,19.07,0,3.6,MORTGAGE,credit_card,3-5,0
31,74060.51,16604.55,11.61,36,7.43,0,12.4,MORTGAGE,other,5-10,0
66,84741.01,13858.74,12.25,36,28.44,0,8.1,OWN,other,10+,1
47,58988.25,3437.64,11.95,36,26.19,1,10.7,RENT,debt_consolidation,1-3,1
42,86158.31,19793.39,18.18,60,30.43,0,3.1,MORTGAGE,other,3-5,0
35,20599.7,15337.39,12.01,36,19.26,2,8.7,RENT,major_purchase,1-3,0
52,58890.93,11691.07,9.41,36,5.16,0,10.3,MORTGAGE,home_improvement,3-5,1
57,59198.1,25222.13,14.35,36,27.34,1,0.5,OWN,other,1-3,0
21,45460.11,3577.33,8.73,60,21.91,0,12.7,MORTGAGE,debt_consolidation,0-1,0
48,107677.22,28152.29,14.13,36,35.92,1,3.0,MORTGAGE,credit_card,3-5,0
69,58676.15,14821.81,13.66,36,22.29,0,8.8,RENT,small_business,0-1,0
34,51845.38,17540.15,11.24,36,21.55,0,15.2,RENT,debt_consolidation,0-1,0
34,60519.24,11839.65,14.26,60,26.17,0,11.8,RENT,home_improvement,10+,0
64,19943.73,1663.42,6.05,36,16.03,0,2.0,RENT,major_purchase,10+,0
24,44802.64,13883.12,12.65,36,15.55,0,7.3,RENT,small_business,3-5,0
40,79664.8,17677.96,10.15,60,21.02,0,12.9,OWN,debt_consolidation,0-1,0
43,47421.09,20409.8,23.45,60,12.8,1,4.7,MORTGAGE,home_improvement,1-3,0
60,43422.5,13415.73,12.62,36,19.71,0,6.6,RENT,debt_consolidation,1-3,1
27,86190.51,1000.0,9.61,36,41.4,1,6.4,OWN,small_business,5-10,0
42,86805.09,2666.71,6.49,60,32.43,1,10.3,MORTGAGE,credit_card,5-10,0
28,70339.81,31416.16,17.22,60,25.08,0,1.9,OWN,home_improvement,1-3,1
59,50897.65,6259.71,10.6,60,37.52,0,10.5,OWN,small_business,3-5,0
51,55210.58,26416.4,8.83,60,13.75,0,5.5,MORTGAGE,credit_card,1-3,0
45,43917.0,7527.31,13.35,60,46.9,0,8.0,MORTGAGE,credit_card,5-10,1
40,40104.54,13540.35,14.6,60,17.39,0,7.1,OWN,credit_card,1-3,0
28,39111.67,20001.67,14.54,36,42.04,0,10.4,MORTGAGE,home_improvement,5-10,1
66,47638.91,8438.44,12.08,60,41.99,0,7.9,RENT,home_improvement,5-10,0
52,39305.58,27737.72,12.64,60,4.47,0,13.8,RENT,major_purchase,1-3,0
36,28725.9,15605.83,12.93,36,36.67,0,12.0,OWN,debt_consolidation,10+,0
41,64388.05,18686.81,13.35,36,19.16,0,4.8,RENT,debt_consolidation,5-10,0
56,64691.91,12859.14,13.7,36,16.32,0,13.5,RENT,credit_card,3-5,1
56,94015.86,20269.76,16.38,60,27.25,0,9.3,RENT,debt_consolidation,0-1,0
43,46633.23,27630.34,12.23,60,11.92,2,8.7,MORTGAGE,major_purchase,1-3,0
35,65922.01,13949.71,8.73,36,27.02,0,11.4,OWN,credit_card,0-1,0
53,66254.25,28837.7,11.42,60,12.59,0,3.8,MORTGAGE,debt_consolidation,3-5,1
53,54923.25,10107.23,15.02,36,23.77,1,2.5,RENT,home_improvement,1-3,1
50,74886.67,21112.77,5.0,36,35.35,0,8.1,MORTGAGE,debt_consolidation,5-10,0
24,75504.58,18912.91,5.0,36,25.87,1,5.6,RENT,major_purchase,3-5,0
44,66548.22,6451.34,15.67,60,18.4,0,16.3,RENT,debt_consolidation,3-5,0
51,54887.21,16710.48,18.08,36,27.41,0,4.9,MORTGAGE,debt_consolidation,10+,0
67,52849.4,15058.93,6.94,36,7.94,1,8.2,RENT,debt_consolidation,3-5,0
46,32644.92,8174.46,12.4,36,13.61,0,8.8,MORTGAGE,credit_card,3-5,0
37,43881.64,17864.02,10.4,60,17.7,0,12.9,MORTGAGE,major_purchase,10+,0
48,47559.85,16170.32,10.96,60,29.87,0,4.0,MORTGAGE,home_improvement,3-5,1
29,37520.56,14419.3,13.22,60,26.06,1,1.6,MORTGAGE,debt_consolidation,3-5,0
25,68798.48,14451.38,6.83,60,27.35,0,13.6,MORTGAGE,credit_card,3-5,0
54,83932.56,14279.92,7.57,36,21.73,1,8.3,RENT,credit_card,5-10,0
69,41838.75,12058.4,10.79,36,14.12,0,11.2,MORTGAGE,major_purchase,5-10,1
62,65668.83,16118.67,11.42,60,36.88,1,11.4,RENT,debt_consolidation,5-10,0
49,39317.78,9848.69,7.5,36,15.02,0,12.1,OWN,home_improvement,1-3,0
22,53901.56,36254.48,15.16,36,26.19,0,6.5,MORTGAGE,home_improvement,10+,1
69,46193.41,3725.33,10.33,36,20.88,0,5.4,RENT,home_improvement,3-5,0
43,72037.91,10322.11,10.31,60,27.63,0,0.5,MORTGAGE,credit_card,5-10,0
35,46424.24,10954.06,13.13,36,15.95,0,4.0,MORTGAGE,debt_consolidation,0-1,0
64,80233.21,31323.95,11.48,36,32.53,0,8.2,MORTGAGE,debt_consolidation,3-5,0
57,55085.58,4438.92,15.35,60,35.78,0,5.2,RENT,small_business,10+,0
57,47007.93,18407.38,8.27,36,31.91,0,3.4,MORTGAGE,home_improvement,5-10,0
34,34933.89,16987.15,6.41,36,23.58,3,8.2,RENT,credit_card,0-1,0
69,65064.09,17668.82,10.76,60,17.65,0,13.4,RENT,credit_card,5-10,1
43,77904.37,24890.75,12.24,60,50.22,0,7.8,MORTGAGE,debt_consolidation,0-1,0
47,65466.43,24726.63,7.04,36,12.08,0,3.5,MORTGAGE,debt_consolidation,1-3,0
57,104776.63,11392.35,6.45,36,30.81,1,13.1,MORTGAGE,home_improvement,1-3,1
53,88595.75,16552.14,12.73,36,25.33,0,4.9,MORTGAGE,debt_consolidation,1-3,0
29,53849.44,1000.0,8.97,36,21.37,0,13.9,MORTGAGE,other,0-1,0
35,53639.45,15792.74,6.19,60,23.85,0,6.9,OWN,debt_consolidation,3-5,1
38,69393.93,8648.08,15.86,60,16.9,1,8.4,RENT,home_improvement,5-10,0
67,43239.62,13508.94,9.47,36,26.27,0,14.2,MORTGAGE,debt_consolidation,1-3,0
56,83325.77,1517.03,16.6,60,25.17,0,2.6,MORTGAGE,small_business,3-5,0
38,67232.01,18238.98,12.11,36,48.78,0,3.8,RENT,small_business,3-5,0
57,65129.18,1427.45,13.18,36,32.71,0,6.7,OWN,debt_consolidation,10+,0
57,73739.07,16186.28,11.15,60,27.16,0,7.4,RENT,credit_card,5-10,0
40,94456.6,5187.96,5.0,36,27.76,1,18.6,MORTGAGE,other,10+,1
40,63419.11,8202.87,7.45,36,40.4,0,4.4,RENT,home_improvement,5-10,1
64,57739.19,24237.86,11.5,60,12.3,1,2.8,MORTGAGE,debt_consolidation,5-10,0
48,90174.39,19703.34,13.46,36,20.17,0,4.3,MORTGAGE,major_purchase,0-1,0
28,79351.01,24193.63,5.0,36,2.93,0,8.9,OTHER,credit_card,10+,0
56,53580.4,27477.82,11.79,36,27.59,1,10.0,OWN,debt_consolidation,5-10,1
49,60103.73,8817.29,7.51,36,30.48,0,5.2,MORTGAGE,small_business,1-3,0
45,63907.62,26991.77,12.94,36,12.04,0,8.1,MORTGAGE,other,1-3,0
56,67236.26,3275.95,11.92,36,36.35,1,15.8,RENT,debt_consolidation,3-5,0
65,32868.0,20968.8,14.97,36,14.81,0,8.1,RENT,credit_card,1-3,0
37,29150.31,11053.3,16.27,36,18.58,0,9.3,RENT,debt_consolidation,10+,0
41,42252.2,7557.6,13.84,60,23.2,0,15.6,RENT,small_business,1-3,0
30,40705.23,19915.76,15.44,60,37.94,0,5.2,OWN,small_business,1-3,0
52,47123.52,22559.61,10.6,60,13.42,0,4.9,RENT,other,0-1,0
40,72694.21,22322.15,23.29,60,24.91,1,6.1,MORTGAGE,debt_consolidation,3-5,0
37,56621.42,16718.88,7.12,60,29.75,0,5.9,RENT,debt_consolidation,5-10,0
55,63927.89,16055.66,9.89,36,27.68,0,0.7,RENT,credit_card,3-5,0
40,35513.93,19214.93,15.61,36,28.05,0,8.6,MORTGAGE,debt_consolidation,1-3,0
43,50767.16,17430.11,15.01,36,29.62,0,8.9,MORTGAGE,debt_consolidation,10+,0
42,71745.15,19330.85,13.95,36,16.45,0,7.3,MORTGAGE,debt_consolidation,1-3,0
33,71899.05,16632.0,14.7,60,38.88,0,9.0,MORTGAGE,home_improvement,1-3,0
27,45508.52,21742.27,5.0,36,20.89,1,9.0,MORTGAGE,home_improvement,1-3,1
